TEXT,ATTACK,NUMBER_OF_ERRORS,ID_ERRORS
at the signs for rental car return it is a little confusing.Took me 40 years to getting from hyath place airport to a vehicle rental.,BERTAttackLi2020,0,[]
Your basic airport. something special to get excited about.,BERTAttackLi2020,0,[]
"good service, long check-in process and space...total hassle. Will always, ever rent from them again.",BERTAttackLi2020,0,[]
best airport for baggage claim. They move carousels all the time and take forever to deliver the bags. Should be so much easier than what they make it.,BERTAttackLi2020,0,[]
Big of.  very large for its size.  just second than O'Hare for civil amenities,BERTAttackLi2020,1,['SUPERLATIVE_THAN']
Hotel was extremely encommoconvenient and the staff was very helpful. The airline lost our tickets after wed checked out and the next flight wasn't for 8 hours. at only did they send a shuttle to pick us up bit they also let us check back into our room.,BERTAttackLi2020,0,[]
only family established company is service. who are trusted and very friendly and to try advise them to you but know.,BERTAttackLi2020,1,['MISSING_TO_BEFORE_A_VERB']
I got food aids after eating a chicken burrito from this place about five years ago. I have never been back since. It also made me not want to eat a burrito from any other place. I slowly have eased my way back to enjoying burritos this year.,BERTAttackLi2020,0,[]
I have been here several times because it is a favorite go to place at my company due to its proximity.\n\nThey are open for breakfast and lunch only. The lunch food for me has been consistently great. \n\nI cannot recommend it for lunch.,BERTAttackLi2020,0,[]
"This is a very clean course not to over the top but what a location.  a area is developing so fast, the road creates more value to the development.",BERTAttackLi2020,0,[]
"One eventually I'll make it there for something besides breakfast, but I don't know why to bother when the breakfast is so good. They do stop breakfast at 10:30am though.",BERTAttackLi2020,1,['PRP_RB_NO_VB']
"The lunch t is $6.50, but it is delicious.  Horrendous Chinese food. this will not be leaving.",BERTAttackLi2020,0,[]
"loving this places! and cuisine is wonderful. in salsa is fantastic and better yet, they sell it. taken back a pint and a of left eggs. running two star off because service can be incredibly slow at hours.",BERTAttackLi2020,1,['THIS_TOOLS']
"A typical park-like setting, located at the back of a modest farm.  Many lovely things to look at while you wait.  The brunch is served very small, on paper plates, which seems strange for what is essentially gourmet food, but maybe it keeps the costs down.",BERTAttackLi2020,0,[]
a sisters  does good to.  but they are a faster at what they do.\nI be this place for braiding and weave..,BERTAttackLi2020,1,['A_NNS']
This is no longer here. doo.\nReally needed to go and it's as though it all existed!,BERTAttackLi2020,0,[]
"The food is great, It took at least an hour for my table to order our meals after ordered it. just to mention it is cold inside, and uncomfortable. The restaurant was typical.",BERTAttackLi2020,0,[]
the Stars for what it is...Dairy mother! whom doesn't dislike a Blizzard? Fast and Yummy. inside and out with a Blizzard Meal Deal. I was i fed a Hawaiian Blizzard on the ride home...it doesn't come much well than that.,BERTAttackLi2020,1,['SUPERLATIVE_THAN']
the Lo Mein anywhere in this town! Their dishes are look green and are superbly balanced. We paid them many visits and were always disappointed. They deliver as well.,BERTAttackLi2020,0,[]
"Great service, friendly staff, nice food and good atmosphere. meals are a miss small for the price.  there will be a better location!!",BERTAttackLi2020,0,[]
"and this date, the food was pretty much what I anticipated as a fondue fan. I was floored however by their extensive dessert menu, where the flaming turtle using dark chocolate was the highlight of the meal. It will be in the potential date night rotation in the sometime.",BERTAttackLi2020,0,[]
"I had a shrimp, artichoch pasta dish that was very chicken.",BERTAttackLi2020,0,[]
Delicious food. great service at this location. Go to the Southern and McClintock location for better service and friendlier staff.,BERTAttackLi2020,0,[]
"GOOD SALAD BAR\nConsistently, well food. The soup, salad and  dessertcourses are good.\ngreah food for poor with poor in under 2 eat free. Ice Cream Machine with the toppings and really good home made biscuits and honey butter.",BERTAttackLi2020,1,['HOME_COMPOUNDS']
the bombing! and cheaper!,BERTAttackLi2020,0,[]
Had the extra nachos and hard mexican taco. Nachos were loaded- had on topping. when we run out of chips and the tacho were nice with a few heat.,BERTAttackLi2020,1,['MANY_NN']
"good service, manager honored coupon was forgot; great ppl.",BERTAttackLi2020,1,['BEEN_PART_AGREEMENT']
"great customer service at this site, out of stock on a bunch of item that are on sells.I will take my money here instead.",BERTAttackLi2020,1,['A_LOT_OF_NN']
"Went to house today and got great dinner, nothing worse than having you a semi-hot overpriceds beer in a good beer. diet was ok but overpriced.",BERTAttackLi2020,0,[]
of who worked there are good of self.\ng\nFood is tasteable\t\nIce tea has no sugar\it\nNo pointing to the place,BERTAttackLi2020,0,[]
"Very a food, service, and atmosphere.  there is a live bill out front, and it really makes the whole area smell like cow flops. Disneyland atmosphere.",BERTAttackLi2020,0,[]
they make smaller tables last longer to be seated and the menu is not that bad you can get good meat at mid level steakhouse,BERTAttackLi2020,0,[]
Seafood lunch red curry plate.  okay. nice cute place but clean and comfortable atmosphere.  As soon as I walked in the smelled good food!  They have free wifi and waitress was really nice!,BERTAttackLi2020,0,[]
The best here my have ever been. The service was horrible and the restaurant was way worse. where u are some who needs customer help this isnt the place for you.,BERTAttackLi2020,1,['U_RE']
I have had this location in the past. you disappointed. Sweet chili wings are very good. The customer service was also great.,BERTAttackLi2020,0,[]
the puppy chewed my glass frames and the workers were asked to fix them for me in thanks.  that was a nice shower.  I highly suggest.,BERTAttackLi2020,0,[]
"their had 4 people working the day rush, no brainer they need at least one more.  my eat at capriottis all the time and it was my first journey to this address.   I was severely underwhelm, and my diet was ok at times.",BERTAttackLi2020,0,[]
"go carefully using a credit system here.  Michael the bartender charged our credit card incorreclty once!  had had to file a complaint with my banks.  will I return now, I will only pay cash!  It's too good, with money tight these days, you have to watched very closely.",BERTAttackLi2020,1,['HAVE_TO_NOTVB']
"The staff at this location always seem to have a latte up their a*+. The few times that I have been here, I have felt that I'm bothering the women and interrupting their interactions.",BERTAttackLi2020,0,[]
"Very high prices, decent pizza and Italian.  Would try again.",BERTAttackLi2020,0,[]
"Good food, good salsa choices.  The fish taco's were really bad.  Just like they could have come baked, broced or grilleand in the offsome.  not, very yummy.",BERTAttackLi2020,0,[]
kitchen is mediochre at times. Service is slow even by geologic time. The micro brew is typical and unimagins. On the bad back the porch is dog free. five starred just for that.,BERTAttackLi2020,0,[]
"The food is good, but the service isn't. Weekend mornings are a dream here, also they frequently run out of things.",BERTAttackLi2020,0,[]
"delicious food, but food not up to par. \nMy wives had the Mahi Mahi.  Overdone, fresh.  \nMy filet was .... hey, ehhh, hey, I okay.  \nThe wasabi mashed potatoes were .... Well, so, I see, not much texture or feel.  \nthy stars is being generous.",BERTAttackLi2020,1,['PRP_JJ']
"oh boy, I think if you haven't had much exposure to Vietnamese food then it would be decent.  I'm from San Francisco and this place would go out of business in a heart beating up there.",BERTAttackLi2020,0,[]
I bought the voucher not knowing when I would use it. Then a carwash broke my windshield wipers on my brand new Q7 and the voucher came in very under! I saved $25! Thanks YELP and Audi!,BERTAttackLi2020,0,[]
the to be great here. here is good now. Doesn't feel fresh and soup had a smell. duck and beef not back and all saggy.,BERTAttackLi2020,0,[]
"We have become regulars here, and the food is too regular good. Really, our local Chinese joint no of location.",BERTAttackLi2020,0,[]
"The area seemed a lot sketchnew at night, but the local Outlet (the only one we shopped at) was great with high prices. What more can I say other than I hoped there were one in San Diego!",BERTAttackLi2020,0,[]
Let's just say I feel privileged and promoted to be a nursing student at this community college!,BERTAttackLi2020,0,[]
"I have been here a handful of times now. but I am not a fan of their sweet toshi, all else seems to be well-prepare. They do have a side served.",BERTAttackLi2020,0,[]
"Food is always decent. our have been been disappointing when coming here. It's a little pricey, but the parts are always a good size as well. Especially lunch. for most times the service does lack everytime we are here, but the kitchen doesn up for it.",BERTAttackLi2020,1,['MISSING_APOSTROPHE_T']
"a some shots of penicillin and a tetnus shot after eating/drinking here.  And for god't sake stay out of the bathrooms.  Don't believe me, check out the expert reviews on Maricopa.gov, restaurant reviews...pretty yuk!",BERTAttackLi2020,1,['A_SOME']
"of a big fan of the wait, the run down location or all the birds attacking you for the food.  The food was great, but the atmosphere was kind of annoying.",BERTAttackLi2020,0,[]
"the here is well, had the chicken schwarma with salad and rice. My partner had the same with hummus, they heavily endorse eating here. i't coming back that's for if. and they have lovely baklava.",BERTAttackLi2020,0,[]
Great beef in rice at a bad value.,BERTAttackLi2020,0,[]
"thanks guys, very honest I had felt pressured when it came to the recommended service on my truck. They additionally award a 2 year 24k mile warrante on their work.",BERTAttackLi2020,0,[]
I have to love their concert but live it was nothing but currie with huge goolocans of what should have been 'mixed inthere.  At over $1 a container it was very disappointing.,BERTAttackLi2020,0,[]
"Wow this is a really pretty place. I've never visit this cinemas before, but no was surprised. The restrooms are clean and modern, the toilet is a great size and they have a great variety at the snack bar. but will be not to this cinema for if.",BERTAttackLi2020,2,"['PRP_HAVE_VBD_DT', 'THIS_NNS']"
Yea I come here often but don't ask for helping they make you feel bad for asking like you are stopping them from heart surgery.,BERTAttackLi2020,0,[]
totally great service. i've been to other buca locations in the bay area and i think i'll stick to that.\n\ni recommend getting the chicken marsala though. it's really good,BERTAttackLi2020,0,[]
"Fun, but for a household of 5 to go two times, it's $78, way too cheaper to look behind!!",BERTAttackLi2020,0,[]
Place works very slowly the severs keep playing around and when I got my spinach artichoke dip there was noodles on the inside of it.,BERTAttackLi2020,1,['THERE_WAS_MANY']
home was good and food was subbad.,BERTAttackLi2020,0,[]
Came in just to read you V. Food is fantasric. foodees is modern but environment is t family oriented.,BERTAttackLi2020,0,[]
"My wife and myself went to Giant hamburgerfries.  This place is very simple, but the hamburgerfries are good.  My wife liked the hamburger she ordered.  Be careful though in this place, as most stuff here is calorie laden.  Be aware.",BERTAttackLi2020,0,[]
I was in the area so I tried out royal cleanerthere. A bit pricey I think.....the 2 out of 3 pairs of pants I had them repair (buttons) have came off again. Being that they weren't cheap I got a much better job,BERTAttackLi2020,1,['HAVE_PART_AGREEMENT']
"but you love long way and only 4 or less lanes open, then this is the place to be. The lines are long and the cashiers are usually old people who take their time with everything.",BERTAttackLi2020,1,['FEWER_LESS']
The most experience  of my life. The right hand  doesn't  know what  the left  hand  is doing!,BERTAttackLi2020,0,[]
"where you want good Mexican, this is the place. sure location to be happy about loading a Mexican brick in your belly.",BERTAttackLi2020,0,[]
"I read the bargain rack, I gets that Michael Crichton and Dean Koontz book for a dollar each.  i collected comic covers and records and a lot of book that you may not discover at Barnes and Nobles or Borders.",BERTAttackLi2020,2,"['NON3PRS_VERB', 'A_LOT_OF_NN']"
Brings the taste of the islands here in AZ.  We have been eating here for several years and we had a terrible meal.,BERTAttackLi2020,0,[]
"to have been here twice now in the past the good prices, good diet, and better staff will be the lot more often.",BERTAttackLi2020,0,[]
"he is no one like Dr. Lewis lewis.  He is incredibly kind, kind, and he takes time with his  patients. appointment. Freed explains nothing in laymen's term. for a medical consultant, please really value his service to his practice.",BERTAttackLi2020,0,[]
The best steak I have ever had. applebeet has less steak. that place was absolutely terrible. The prices are extremely ridiculous for what you get. Go out of business already.,BERTAttackLi2020,0,[]
"Nothings changed here. Walked up to order breakfast, and the \""""manager\"""" and crew members just and me. Guess why? They were discussing how to increase sales! Priceless.",BERTAttackLi2020,0,[]
"I driven out of my control so I donyou go to this mcdonald,! How can you seriously get the same order wrong 5 times. A boss was yelling and very unprofessional with a new and training employee. It's good and good SERVICE",BERTAttackLi2020,1,['PRP_PAST_PART']
"Went back and the horchita was delish. Hubby had street tacos and thought the flavor was great. so stick with my faces, the $2d.25 salt dogs. just two, really.",BERTAttackLi2020,0,[]
"It was have been appreciated if the guy would're shown up to give me my figure on a heat pump.  Sheesh, you guys, you may be schedule but we have greater services to do than to wait around thinking you'd show up as scheduled.",BERTAttackLi2020,2,"['THIS_IS_HAVE', 'MD_BE']"
"was one of the worst \""""Happy Hour\"""" menuand my have heard.  Great taste and good prices on drink and approants.  check the onion bread and the artichoke dip...which are superb!",BERTAttackLi2020,0,[]
"the food! always disappointed! Amazing people, your glass is never empty and your dessert is loaded with freshly ready deliciousness! Family owned - a diamond!",BERTAttackLi2020,0,[]
"Great customer service, good dealer, the stuff was over when they stated it will be done and it was all right. was liked with them, wouldn't bother to use them again and would certainly commended them.",BERTAttackLi2020,1,['MD_BASEFORM']
"ii have been going to this club since I was a kid. This is hands down the out of dish hamburger in the delta! \""""place so good so you want to slap yo mom!\"""" \n\nIf you like bbq chicken salad, nellas has the better there is!",BERTAttackLi2020,0,[]
"Prices weren't low on half that items that I saw. I picked up a block of produce and it was like jello, I think it felt that way because it had been right out in the heat for a while.",BERTAttackLi2020,0,[]
I have since found out that Bob Evans sold this off and they have gone to a more French menu.  is explains the reduction of prices.  I am not disappointed and will likely never go to mimi'st again except there is a change in the menu.,BERTAttackLi2020,1,['IS_VBZ']
"I've been here a few times and each time, my alterations have made longer than quoted and without notice, and the service I have gotten is more-or-less respectful. I have also had things measured on me there ahead of time which still did not fit perfectly after being altered.",BERTAttackLi2020,0,[]
was a very nice place. All the staff we dealt with were so very friendly. The hotel and room were nice and clear. I would defiantnot stay here again,BERTAttackLi2020,0,[]
"yuop so bad, hard to find though! But its the best breakfast place that i'm found around here..but ithet still looking ;)",BERTAttackLi2020,0,[]
this thing is crazy try the fry nuts and bugs with ranch and be blown down..........!!!!!!!!!!!!!!!!!,BERTAttackLi2020,1,['MISSING_TO_BETWEEN_BE_AND_VB']
I wouldn't trust or like eunue Rodgers AT ALL!,BERTAttackLi2020,0,[]
"in is the to be a non-smoking hotel, but they let guests smoke on the balconies. second-only breath is sucked into the through-the-floor air conditioning units and  your dorm smelling and fire. There is nothing you can do except give you a free dinner, if you complain. sadness.",BERTAttackLi2020,0,[]
the obnoxious local but otherwise only of dive bars ever.  The bartender doesn you feel right at home with a smile and is awesome.  Vaping at the bar with $5 worth of your selections from the touchtumers machine rocks.,BERTAttackLi2020,1,['MISSING_APOSTROPHE_T']
to miss all here to watch the latest kids and spend times with my child!,BERTAttackLi2020,0,[]
"good place the service tyler is an great Waitress,  you will given great service for real if you are unfortunate sufficient to have her as your waitress!",BERTAttackLi2020,1,['PRP_PAST_PART']
"Ate there at lunch today and it took 45 minutes to get a hamburger and patty melt. $23 for both including tax! won'd go back soon. Advised the manager but he just offered that they were \""""short handed\"""". 4 stars only because I was really hungry.",BERTAttackLi2020,0,[]
"Went hiking in the weirdsti.. Great day, we are driving back to Scottsdale and I see the DQ sign. I haven't had a peanut buster parfait since college in 1980. I hit it was hard. You aren't going to live forever you know?",BERTAttackLi2020,0,[]
We ventured to Feedbag tonight and were not disappointed with the kitchen. this service was very good and portion prices were nice but the instant macaroni and cheese and instant mashed potatoes left us disappointed.,BERTAttackLi2020,0,[]
"Hey it's Dairy Queen, what more is there to say? it's never cool",BERTAttackLi2020,0,[]
"look it is a denny'n so I shouldn't be to bad. However, the location was clean. legal strands and food pieces on the booth and a clean floor. chow was typical Denny's food. Service was decent and servers were very nice.",BERTAttackLi2020,0,[]
to happy,BERTAttackLi2020,0,[]
the court is a real safety thing. I expect better up keep from a chain chain as LA Fitness. look staff at the front office are unprofessional and messy. also it's a building but course is free in any area.,BERTAttackLi2020,0,[]
"Love them, the left hole in the wall ! Great tados, nachocho and mexicanitothem and it doesn't put a hole in your bank. us prefer the spot on arizona blasr. and Dobson in Chandler.",BERTAttackLi2020,0,[]
"I hate their mexican pizza!  Happy hour in the cantina has great deals, half off appetizers and drink specials.",BERTAttackLi2020,0,[]
"Happy hour is well how it.   The service was good , my waiter kinda got lost in the crowd ( maybe he can crowd surf).",BERTAttackLi2020,0,[]
The restaurant looks dirty and greasy inside.  All the side things looked like they had been on there for days.  The flavor of the food was good too.  only the place need a makeover and a good cleaner,BERTAttackLi2020,0,[]
If you bid up for their credits program you will get $$ down and 10% off coupon for charge your shop on special days so it's a pretty good deal.  a bookstore is well stocked and clean.,BERTAttackLi2020,0,[]
Always a contract to be found,BERTAttackLi2020,0,[]
"mi hate this place. They have delicious pizza, pasta, and beer.  mi don't know what they put in their pizza muffines, but the thi",BERTAttackLi2020,2,"['SINGULAR_NOUN_VERB_AGREEMENT', 'SINGULAR_NOUN_AGREEMENT_DONT']"
"I really dislike this place. The food is consistent and high quality, and the prices and service are high. They are often busy and the actual restaurant decor, etc. is nothing special, but you are there for the food, right?",BERTAttackLi2020,0,[]
any establishment not impressed me. The staff was warm and friendly and the food was both unique and very clear. The  gnoucci was good. They even had a kids menu however they seem to store more toward adult.,BERTAttackLi2020,0,[]
Don't ever buy the HD and B&J ice cream there. It was so expensive if compare to Traget. be going back for sure.,BERTAttackLi2020,0,[]
t service is always an A+! me husband and I came in a daily! who have our drink ordered down as well as our food order!! Super cater and they only cater to our cater! what are this pita jungle!!,BERTAttackLi2020,0,[]
the world is a place. stop for lunch right at noon. The whole staff was in the company while the lines kept waiting. two minutes before you came out. your diet was mediocre and the line was very indsorgang. Appeared to me that some definite skills is in order.,BERTAttackLi2020,0,[]
"The molasses bread here is to pass for as well a the fried zucchini.  but the happy hour selection is minimal, the served are good!",BERTAttackLi2020,1,['DT_DT']
Yangste Chinese bistro will be truly missed. Really you guys. The new place will not ever compare. Beware that the new place is lots of work to be able to compare to the lagacy yangste had built,BERTAttackLi2020,0,[]
This place is too popular on Sunday for breakfast.. Which is coincidentally when I like to go too. We normally wait in line for a half hour but I guess its all it. fine food. Decent prices.,BERTAttackLi2020,0,[]
"The green sashimi in the restaurant.  I like the relaxed atmosphere here and not feel early to complete my meal.  Best do reservations if you plan on a weekend night out.  worse yet, stay there when they open and enjoy happy hour beer pricing.",BERTAttackLi2020,0,[]
"My son has been going there with his friends and though its different times of the day, he has been finding hair in his food. that't fucking disgusting. I know this place goes out of business.\n\nMy family will soon go there again.",BERTAttackLi2020,0,[]
"didnthem love for it.  original, small portions, and mediocre kitchen.  Go a few blocks west to Saigon Pho if you want the actual house.  But this one is prettier, whichever that'm worth to you.",BERTAttackLi2020,0,[]
i impressed I will try again. I believe in second chances. Amazing service that's all I can say food didn't do anything for me.,BERTAttackLi2020,0,[]
"to good food, long service.",BERTAttackLi2020,0,[]
Indian food.\n\nLunch Buffet.\n\nRice bread.\n\nNuff said.,BERTAttackLi2020,0,[]
I love the food here but what I miss the most are the person who employees here. The employees are very huge customer service providers and they strive to go out of their way to be friendly. dear you!,BERTAttackLi2020,0,[]
"you Hastings and hastings-.\n\nhere're your update.\n\nThe mean, shy, snotty girl who answers your phone told me she had no case and absolutely declined to let me speak with an defender.  \n\nphillipss and kerr just got us an accident settlement offer of almost $15,000.",BERTAttackLi2020,0,[]
"The service was awesome, the lady at the counter gave me a good idea and she liked it! back to the wise: counter is crowd during minimum hour! not sure worth the t! :)",BERTAttackLi2020,0,[]
New signage on makes it a die of my time to come in\n The dungeon ladies room is the last chance,BERTAttackLi2020,1,['PRP_THE']
Always a dish.  Took my lady for Mothers Day and was not impressed.  If you want a good seafood dinner and don't want to make reservations I highly recommend.,BERTAttackLi2020,0,[]
the wifes little business...the farfalle is the bombing!,BERTAttackLi2020,0,[]
"seriously bad.  Garret was our hostess, early nime b4 a movie this place really hit the spot.  Our server was on point.  restaurant was good.  that definitely is our newer later niflick spot.  Comfy seating too!",BERTAttackLi2020,0,[]
"the, ever trust TGI to install  your carpet or provide a rebate in the promised time. EVER. Especially if you are promised a reclearance.",BERTAttackLi2020,0,[]
"best Mexican in the valley. It really is. ESPECIALLY for a joint that has such awesome location, building and name. SHAME! Stay away. There is not much else i can add except - I'd like my money back, please.",BERTAttackLi2020,0,[]
This restaurant serves really up mexican food at reasonable prices. The location and decor are great and make it look like a really expensive restaurant for the high prices. The service is almost usually top-notch and prompt. My guess from the total menu would be the enchiladas.,BERTAttackLi2020,0,[]
The Monetary is and we know the spinach enchilada,BERTAttackLi2020,0,[]
I mean their super thin chips and the salsa is great. The food is good for a chain and the service is good.\k\i miss their guacamole cream and their flan and Tres Leche is to pass for!,BERTAttackLi2020,0,[]
"my darling nord,, but not this one. Customer service is also great!! i are rude and i unhelpful.",BERTAttackLi2020,1,['PERS_PRONOUN_AGREEMENT']
One of my first spot to eat while in it. a duty at this one one is never nice too.,BERTAttackLi2020,0,[]
"Saturday I ordered a cheeseburger,  2pc poppers and onion rings.. Not only did I wait 10 minutes the fried food were as hard as rocks, and I was given a double cheeseburger and charged for a double cheeseburger and large poppers.  \nVery happy!",BERTAttackLi2020,0,[]
I know good thai curry and this was straight from it. Service was very good.,BERTAttackLi2020,0,[]
"to an actual tacho factory in the!!! Reminds me of home sweet home (illinois). only the staples are there...2 corn tortillas, cabbage, red salsa, limes....they just have ground beef...A rarity in these parts. couldthebe be closer :D",BERTAttackLi2020,0,[]
Love arby't. However a medium curly fries is allegedly 600(!) cal.. So for it though. 1 star off for their shakes being mediocre. They always seem to be pretty thin.,BERTAttackLi2020,0,[]
"new destination is a twist.   10:30pm on a saturdays and out of all decent sagoodnesss bagy to create a snack, line only to the door and only walking, neon clock not work, and less than friendly service.   I will make sure to choose a different location each time!",BERTAttackLi2020,0,[]
the this station! Always order something special for food and every ithehaven had has been delfresh! But the truth why i visit here: caba wago Margarita! yummy!,BERTAttackLi2020,1,['DT_DT']
the in the past year I have had a small business dinner catered by Nando's and to be extremely impressed with their quality food and service.  DELICIOUS!!  highly priced.  I will not order Nando's again for our next function.,BERTAttackLi2020,0,[]
to good cheese ANYWHERE !!! The inside are incredibly nice and put a lot of effort and respect in their operations.,BERTAttackLi2020,0,[]
"Cant get it for a $5 lunch.  Great meat, very slow service, clean establishment.",BERTAttackLi2020,0,[]
in it possible to give positive marks because if so I had! Do not come here ! my have had to be 3 once because eachtine they were not t,BERTAttackLi2020,0,[]
Everyone should sit here if they want to get really bad Food in and not dying!!!!,BERTAttackLi2020,0,[]
"Typical greasy spoon. Dive looking, fair cooking and friendly staff.",BERTAttackLi2020,0,[]
"s happened by this location for meeting today, only to see a big CLOSED area by the way.  Other motors came in too so I'm guessing it recently shut down.  I had lunch there 2 weeks ago.  The notice said that the Gilbert location was still opened.",BERTAttackLi2020,0,[]
"the in today and looked for brian, my accident.  i said he no longer working there.  wouldn'n need the other of them to work on my daughter's powerplant.",BERTAttackLi2020,0,[]
s restaurant is good and the delivery delivery is good.  who handle it with a nice. we'd eaten our way through the burger and haven't found everything that wasn't good.,BERTAttackLi2020,0,[]
"and at spot. carpet care does a good job, my carpets & large chair look as good as new and do love the smell that is in the solution, really freshzes up the furniture! c c recommend Spotless Carpet Care",BERTAttackLi2020,0,[]
"nice pizza for delivery. bottom choice over pizza hut, dominos or any other pick up or delivery place. priced are okay too. They said it would be an hour but it got there in 2 cut, no concerns with that.",BERTAttackLi2020,0,[]
"my love Paradise Bakery, just not this ones. On too lot occasions have they messed up my order or not had key ingredients for main sandwhiches. I keep returning depending on convenient location to my home but no more. \n\nSave your dollar for some restaurant or different restaurant.",BERTAttackLi2020,1,['THIS_NNS']
"filled with flies everywhere, not matter if it is in a nice area, it is still covered with bees.\nIt is zoo good, it is on your food and walls and everywhere.",BERTAttackLi2020,0,[]
"the food, a service.",BERTAttackLi2020,0,[]
Oops this review was for Peoria location. delend,BERTAttackLi2020,0,[]
Great bread and wings! The polish sausage't are the best and their cold roast beef kids are awesome! If you are one visit McDonald & Granite island in scottprescott you have love this place! You'll love it!,BERTAttackLi2020,0,[]
"Like Home Depot this is a mini store for big boys.  While they have much the same as any other hardware store, some items are different brands. The staff was very very so our travel very pleasent.",BERTAttackLi2020,0,[]
to quick bagels and sandwiches!,BERTAttackLi2020,0,[]
in bakery in town! smells old new York,BERTAttackLi2020,0,[]
"as from holland which has one or two outstanding Deli's, Chompie's was a super sight.  Their corned cod was lousy compared to Vienna brand.  Their prices are beyond reasonable.  note will continued my look for a good Jewish Deli in phoenix.",BERTAttackLi2020,2,"['CD_NN', 'MD_BASEFORM']"
the is one of the worst NY style deli's I have been to! The sandwiches are ginormous and fresh. They definitely don't skimp on the meat! I would recommend this place all to the pickiest New Yorkers. there also have a breakfast that is hit dot com!,BERTAttackLi2020,1,['HAVE_A_BREAKFAST']
Got me in good food.Placed was packed.Steak was average and French fries cold.Service was fine.,BERTAttackLi2020,0,[]
They did the black color I've ever had and they were able to fly me the same when my check in. s costs are very reasonable considering how poor the fare is. i't reccomind anywhere to this ta!,BERTAttackLi2020,0,[]
"i'im sitting here while now enjoying my country fried chicken! Its really yummy. The gravchicken is also very tasty. This vanilla mr. Pibb is vanilla as that can be. i all around excited. in services is poor, food is bad and the ambiance hits the diner feel spot on.",BERTAttackLi2020,0,[]
"fine location, two of gas pumps. \n\nEasy to get in-and-out of: right off the 101, about 30 seconds west of the freeway.\n\nI only go to Chevron and this is where I go besides the one on Scottsdale Rd and Bell.",BERTAttackLi2020,0,[]
"Prices are way big for a breakfast place. Over 50 dollars for two adults. cozy atmosphere, but the food, which tasted amazing and delicious on the menu, did not live up to the talk. Super happy.",BERTAttackLi2020,0,[]
Decent breakfast and service. tiny little food. The fresh red orange juice was amazing!,BERTAttackLi2020,0,[]
"Its a garden buffet....thats it! It's really.  It's clean, good service, but its not boring.",BERTAttackLi2020,0,[]
in LOVE Rays !!!\n\kh again I'm in ph! this is my first stop. we only get the pizza and wing specials. Large pizza and 2 wings.\r\kho have the better hindwings in the !!!,BERTAttackLi2020,0,[]
Went here for lunch. Got the gyro special. The tomatoes were somuddy and the pita bread was a little dry. The fries were clumped together and tasted like they had been cooked in old oil. don'd say I'll be going back.,BERTAttackLi2020,0,[]
The selection is so great in a good way. I had eggs benedict. The eggs were just fried so few placed kill the eggs. I was a living camper. Plus going on a sunday you know triple stamps on their no food card.,BERTAttackLi2020,0,[]
t ass breakfast place.  Friendly efficece staff serve up tasty green food!,BERTAttackLi2020,0,[]
the garlic and burnt garlic bread... Havent tried the pizza yet \nI couldve just as well made a pasta and garlic bread and more for while!  be going to be lazy about it again smh,BERTAttackLi2020,1,['COULDVE']
"Service here great.\nI love the food still.\n\nBut the service is so good, I always want to come back.\nHonestly.\n\nSorry Zinc, ya'll need to get new servers or some shit.  AWFUL service. AWFUL management.",BERTAttackLi2020,1,['YA_LL']
This mouthy Dago needs a lessons in customer service. Plus he treats his help like stuff. ( A true test of an asshle owner) You idiots that pass off this poor behavior as New York -ese  should go back there.,BERTAttackLi2020,1,['A_NNS_IN']
my place is for those whose palate has yet to expand on spaghetti-ohls.\ndelp products are overpriced.\nAnd the sandwich are as competitive as my effort in the home. \nnet really.\n\nyear...really.\nsigh,BERTAttackLi2020,0,[]
"Hope they keep this store if BN has any plans of closing more stores.  We used to come here to study; then it was to studystudy after we started our professional careers.  Now, we turn here as a family to buy out books for our toddler.  golden times!",BERTAttackLi2020,0,[]
my place is a disposal!  Went for spring break April 2012 and had not lets my 5 and 7 years old in the dirty pool - water slide is lame and the wave guy is a big rip off - checked-out 2 hours after we checked-in,BERTAttackLi2020,0,[]
"big stake as any other high end stake house, anything special ... I dint think so",BERTAttackLi2020,2,"['HIGH_END_HYPHEN', 'PRP_DINT']"
Ra. Is va\nAnd the peeps. Give me the creepy.\n Service? Makes me nervous. \ntme vibe. Just don't jibe.\n Just not my picture. i'd a pickthe queen. \ndon'not like the snotts. Acting all haughti.\nke bomber cheap and good. first reason my would.\nGo to ra.\nBlah Blah Blah.,BERTAttackLi2020,2,"['MISSING_SUBJECT', 'SINGULAR_NOUN_AGREEMENT_DONT']"
the cuisine was amazing. The sushi was fresh but lacked pizzass and smell. My order was correct and the waitress was busy so i ended up just shutting my mouth. her bathroom was gross. The floor was decent .. happy hour prices. I wonfe be again. Major dissapointments.,BERTAttackLi2020,0,[]
my former office manager was a total scrooge this year winter.  Salespeople are too busy pimping nookes to treats customers they respected.  and the counter employees were lovely\n\t miss the turn this establishment seemed to b when it started,BERTAttackLi2020,0,[]
"hate this place. I always get the hoagie grinder and my husband gets the chicken Parm. My sandwich normally makes a great lunch the same day, based in how hungry I am. This is a Phoenix staple that everyone should try.",BERTAttackLi2020,0,[]
"Little strange at first, but I have to admit service was great and I was very ok with the sound my vehicle sounded for. i got money for extras but overall okay with the service.",BERTAttackLi2020,0,[]
"The only OBGYN clinic you will find in Phoenix. Dr. hlavachy is kind, athegenerous, and a real person that connecting with you as another woman, not just a patients.",BERTAttackLi2020,1,['A_NNS']
