TEXT,ATTACK,NUMBER_OF_ERRORS,ID_ERRORS
"Yum yum. Pizzas take a very, long time to come out. I would have given it 5 stars, but the time issue had to be factored in.",BERTAttackLi2020,0,[]
Pizza is thin and the crust is amazing.  Had the Ziti in the bread bowl.  It's just huge and tough to eat it all.  We love to eat at the bar.,BERTAttackLi2020,0,[]
great product good price ---HORRIBLE business ethics.  Filing in small claims court this week.  Lets get ready to RUMBLE!!!!!!!!!!!!!!!!!!!!,BERTAttackLi2020,0,[]
"Great pizza...but as another reviewer mentioned -- they are a bit feisty. Be forewarned that the slices are humungous, so one might do it if you have a small appetite, like moi.",BERTAttackLi2020,0,[]
"I have been to Ray's twice. Once for an Eggplant Parmasean Sandwich and once for a Meatball Calzone. The Eggplant Parmasean was Meh and the Meatball Calzone had me saying \""""Where's the Beef?\"""". The Calzone really didn't have any taste. I will never go back to Ray's.",BERTAttackLi2020,1,['BE_TO_VB_BE']
This is a high end fabric care company like no other. I took a very delicate and expensive bed spread to them for care and the final product was flawless.,BERTAttackLi2020,1,['HIGH_END_HYPHEN']
"Very disappointed with amount they assigned to goods was so shocked I literally did not refuse payment but went back to make sure they had given full credit ,still don't believe they did check all items. Will never consign there again.",BERTAttackLi2020,0,[]
"One of the best sandwich shops I've ever been to.\n\nThe sandwiches are actually as big as advertised, you can barely fit your mouth around them!  I highly recommend the Turkey and Avocado.  Friendly staff, a little pricey, but well worth it!",BERTAttackLi2020,0,[]
"Beware of misleading prices. At the register, you will learn that you will pay much more than the price posted. You have to go online to obtain a rebate. Really?? Hello Best Buy or Target, both down the street.",BERTAttackLi2020,0,[]
"Had my last 5 or 6 haircuts here, usually the same gal, and they do an excellent job here, and its cheap! Clean, friendly, get what you paid for kind of deal. No surprises! Much better than Great Clips!",BERTAttackLi2020,0,[]
"Worst staff ever!  As I was waiting in line to order, Colin was openly mocking women and making fun of another overweight customer in the presence of patrons!  Will never come back to this location and strongly suggest you take your business elsewhere!",BERTAttackLi2020,0,[]
"While the staff is pretty friendly here, there is NO need to have a drive thru (with at least 15 cars blocking the parking lot) in a state that has 120 degree heat.  I'm pretty sure Arizona & Starbucks are doing their share to contribute to global warming.",BERTAttackLi2020,1,['CD_NNU']
"They destroy my drink 8/10 times and their baristas are quite rude. For one of the busiest Starbucks in Scottsdale, they lack quite a bit. I stopped coming to this Starbucks. I now go to the other one inside the store off the freeway.",BERTAttackLi2020,0,[]
"I'm writing this on behalf of my wife and myself.  In addition to my wife's regular checkups for about a decade,  Dr. Grade was the doctor for all three of our children.  We've always felt in the best hands with her and we'd highly recommend her as a doctor.",BERTAttackLi2020,0,[]
"Came in dressed for work, though admittedly with my wheeled cart because I was on my way to Walmart. This was apparently sufficient to get me the \""""delay until the customer leaves\"""" treatment.\n\nYou're a crappy burger joint near a Walmart. You have no justification for this level of snobbery.",BERTAttackLi2020,0,[]
The usually good food was disappointing. Two Specials (Entrees) bombed.\nTrio Ravioli was over laden with dough.  and the Linguini with clam sauce was tasteless.\nStick with sandwiches and pizza.,BERTAttackLi2020,0,[]
Went here last night with coworkers.  Great happy hour prices.  Nice atmosphere.  Definitely a chill casual sports bar feel. Just got bar food but it was good.  Looking forward to going back for poker or trivia.,BERTAttackLi2020,0,[]
"Just returned from a \""""skin care bootcamp.\"""". The staff at Van Dyke are all warm, welcoming, and quite knowledgeable about their products (including the non-clinical staff).  Dr.  Van Dyke was informative, down to earth and funny during her lecture.  Looking forward to learning more about them and their services.",BERTAttackLi2020,0,[]
If ur not a middle aged or older women from scottsdale and loaded don't plan on getting any help. There's some great furniture and the name says it all Fiesta.,BERTAttackLi2020,0,[]
Cute place for kids but overly priced. $20 for my 5 year old boy to get a buzz cut. Not worth it to sit in a taxi.,BERTAttackLi2020,0,[]
Really friendly folks serving up good breakfast grub and great coffee.,BERTAttackLi2020,0,[]
"If you want to spend time on the internet and have a nice meal this is a great place for it.  Some things on the menu are better than others, but the ambiance is nice and the wifi works well.",BERTAttackLi2020,0,[]
Great food & service. Bridget is the BEST waitress!  A group of us go here for lunch about once a month and she knew our orders by heart after our 2nd visit. Would highly recommend the topopo salad and the lunch buffet.,BERTAttackLi2020,0,[]
"Service was marginal and food was not very good.  I remember this place being better, but I guess they changed their menu around a bit ago.  Let's just say I like the old one better.  I will pass on this place moving forward.",BERTAttackLi2020,0,[]
"This location is clean, on time and has very professional, skilled therapists. One of the very best Massage Envy locations, I recommend it. Plus, when I  call last minute, they usually can accommodate me, such a bonus!",BERTAttackLi2020,0,[]
"Very nice staff, I'm going to miss it as I move a little further away. However I use the online ordering and it's great to wish other stores did this",BERTAttackLi2020,0,[]
"Although I've never played this course, I give it one star because of their 48hr cancellation policy. If you are an out of town golfer do not book at this course, because if you can't make your round for any reason you WILL be charged regardless. \n\nYou've been warned.",BERTAttackLi2020,0,[]
OMG!\nThe cashier doesn't even said hi to you!\nDoesn't she realized that we are the ones who paid her paycheck? From now on I think is worth to drive to Scottsdale to a different car wash then headaches here in f hills in this place!,BERTAttackLi2020,1,['DID_BASEFORM']
Dissappointing to say the least. Pizza crust is good but the add on's are just thrown on to a piece of cheese pizza and called good. Ray's still has the best by the slice! I won't be going back...,BERTAttackLi2020,2,"['THE_ADD_ON', 'BE_WITH_WRONG_VERB_FORM']"
"First, this is my favorites Sub Factory location. It's the only one with the seafood sub. As a whole I'm not a huge fan of the chain, the food is low quality, bland, and unoriginal.",BERTAttackLi2020,0,[]
"Soup and sandwich combo is good, enough to split!",BERTAttackLi2020,0,[]
Rock the Rivas!\n\nIt's _bertos clone type shop.\n\nEverything is good and fresh... \n\nIt's cheap and quick.\n\nTheir Carne Asada is better than amado's and filli b's.\n\nHit it up after you're nice and drunk from rocking out at the Yucca Tap Room!,BERTAttackLi2020,0,[]
"At best this is mediocre food, the hot sauces were not, the chili rellano was a rice filled burrito with one strip of chile and no rellano. Don't go here.",BERTAttackLi2020,0,[]
Service has been a wee bit slow. Bad luck is table/waitress. Hope the food is better.,BERTAttackLi2020,0,[]
Smells like a public restroom in the diner. Avoid at all costs!!!,BERTAttackLi2020,0,[]
Took this firm four tries to fix my air conditioner last July.  Wouldn't have cared except for the 115 degree temperatures at that time.  Would recommend avoiding this firm at all costs.,BERTAttackLi2020,0,[]
"Dear Filly B's,\n\nI have loved you long time, we were bff for nearly 10 years... that is until you gave me food poisoning. I will never eat carne asada again thanks to you. I knew we wouldn't last forever, nothing that hot and heavy ever lasts long.",BERTAttackLi2020,0,[]
Usually my stop before heading into my account if I am working the night shift.  The food is a'ight.  I usually just get a bean and cheese burrito and often find that the cheese isn't melted.  Which is crazy that it isn't warmer considered how long the wait is.,BERTAttackLi2020,0,[]
"Horrible food. My bun was hard and the onion rings tasted like old grease. They forgot my husband's french fries and of course, we didn't realize it until we were down the road. Will not return.",BERTAttackLi2020,0,[]
still my FAV,BERTAttackLi2020,0,[]
helpful funny and nice staff. always try to get your the best deal weather it's a coupon from the paper or your insurance they want to get your the glasses you want for a good price. doctors are informative during procedure and always keep appointments.,BERTAttackLi2020,0,[]
"This store was amazing when it was Sunflower, now they are constantly out of stock on lots of items and the management seem to be a bunch of nimrods. \nThey don't even carry Sriracha anymore. WTH?",BERTAttackLi2020,0,[]
"Great place to watch football, they have tons of tv's everywhere! They have a great deal for domestic pitchers $6.75! There food and service is really good too. However, it is hard to get good cell phone service in there, so that's a little disappointing.",BERTAttackLi2020,0,[]
"The price of bowling wasn't bad; the food was WAY over priced. They charged my organization $11/person for pizza and soda. It was a giant rip off. That was worth $6-7 tops. Overall, I wouldn't recommend them. Not worth the price we had to pay.",BERTAttackLi2020,1,['OVER_COMPOUNDS']
Worst experience my boyfriend and I have ever had going out to eat. Food was cold and looked and tasted like it was all microwaved. Table and booth was dirty and sticky. If you want a quick but good breakfast definitely go to U.S Egg,BERTAttackLi2020,0,[]
When I first moved to Tempe this was one of the best places for a slice. However more recently they have been getting pretty bad in quality. I actually prefer some of the cheaper places in the area because their quality has gone down so much.,BERTAttackLi2020,0,[]
"This restaurant was just okay to me.  I ordered a thin crust and it was just average.  The garlic cheese bread was the best part of the meal. It was tasty.  The staff was friendly, so that was a plus.",BERTAttackLi2020,0,[]
"Have been here several times now and they are consistently great. They really do put the other place I used to go to to shame!  So glad to have found a place you can trust, who do a good job with great prices too.",BERTAttackLi2020,0,[]
I would give zero stars if I could. After waiting in the drive-through for half an hour they told us they cannot take credit cards.,BERTAttackLi2020,0,[]
Got my to go order back to my office and realized they shorted me half my order. Called and the little girl who answered wanted to argue and talk over me.  Told me there was nothing she could do.  I wouldn't go back if the food was free.,BERTAttackLi2020,1,['MY_TO']
"I have been here 4 times. The first time was great! The wait staff was friendly and the wings were great. However, the three times after that I had horrible wait staff, was ignored by the manager, and the food was lacking at best.",BERTAttackLi2020,0,[]
"I hate myself every time I wind up shopping here. Having to lock up my purse, indifferent staff, high prices....  plus they carry very little sterling and charge through the nose for what they do have.",BERTAttackLi2020,0,[]
General Tsos chicken is literally a little chicken with a huge puff of batter surrounding it,BERTAttackLi2020,0,[]
"They don't allow parents to go in the room with the kids. Something about they want the kids to get \""""comfortable\"""" with them. What?????????????? Umm... no thanx!",BERTAttackLi2020,0,[]
"Darryl the really tall manager, he's the best! I will comeback only because of his service and the attention to details. Cheap drinks and tacos... The pizzas are good but the tacos are amazing! Try the potato ones...",BERTAttackLi2020,1,['NOUN_VERB_CONFUSION']
This is a good dive bar with friendly bartenders and good cheap food. If you blink you may drive past it. I come here once in a while when I am in the neighborhood and don't want to deal the Mill Ave phonies....,BERTAttackLi2020,0,[]
This was my first time here and enjoyed the pizza and wings. There ranch dressing is very good. Also enjoyed the great customer service from the staff here at red devil,BERTAttackLi2020,0,[]
"WORST PLACE EVER!!!  Make sure you pay before you go in otherwise they will change the quote and charge you more.  It was a good place, now that managment has changed, they are the biggest jerks ever.  And I only got an oil change. NEVER GO HERE!!!",BERTAttackLi2020,0,[]
"Reserved room a week in advance and requested 11am early check in, is now 3:45pm and we've been waiting at the resort all day. Classic bad business: under delivering after over promising. The Grand just a few miles away seems like a much better option.",BERTAttackLi2020,0,[]
"Good, convenient, great prices",BERTAttackLi2020,0,[]
Rude and too much clutter!! Don't have any prices on braiding hair packages.  They charge a different price for braiding hair every time I shop here. I'm done! No more!,BERTAttackLi2020,0,[]
I was recommended by a coworker and this place is great! Won't be going anywhere else! Not only do they do a great job on designs they don't make you feel uncomfortable for asking.,BERTAttackLi2020,0,[]
I love this Olive Garden!,BERTAttackLi2020,0,[]
"I love this place.  So refreshing, like eating snow.",BERTAttackLi2020,0,[]
"I went here to get my prom dress tailored a few days before my prom and they did a great job with it! The price was pretty reasonable for the alteration too, nothing crazy.",BERTAttackLi2020,0,[]
This location is CLOSED. It's an empty building.\n\nI am only putting one star up because I have to in order to post.,BERTAttackLi2020,0,[]
"Don't bother calling the \""""local\"""" Sears number if you are looking for lawnmower parts.  You get routed to a call center in Bangladesh, or New Delhi ..   Not sure ... who are nice enough - but provide useless information about what they have in their warehouse in Toronto.",BERTAttackLi2020,0,[]
This review is for the gas station. \n\nThe fuel pumps SUCK. Good luck holding the nozzle the whole time while your 40gallon tank fills up. Boo.,BERTAttackLi2020,0,[]
"We attended for Gilbert Yoga Days. \n\nIt was only a short class, but it was a lot of fun. Decent work out and I felt great afterwards.\n\nAnd the people were awesome!",BERTAttackLi2020,0,[]
"I always want to like Panda Express. They're friendly, nice establishment, conveniently located- but the food always leaves me disappointed",BERTAttackLi2020,0,[]
Best Chinese take-out in Gilbert! We've tried quite a few but none as good as this one! Customer service is always great every time!,BERTAttackLi2020,0,[]
Terrible. I called at 11 am and was told my car was ready. I show up at 1 pm and learn my car is not ready... Need another hour.  I had to get a ride twice. Wasting valuable time going to this place.,BERTAttackLi2020,0,[]
Went in for a perm and the people were very rude. It is in a hidden out of the way location. Maybe the chain headquarters put it there on purpose. Hide the worst people in an area where no one will visit!,BERTAttackLi2020,0,[]
"This place is a gem. The Butter Bars are the best ever, not too rich so it makes your stomach ill, but perfect taste and 10 miles after i left wished i would have gotten more. Chocolate filled was best ever too.",BERTAttackLi2020,1,['THE_SUPERLATIVE']
"It's a small place with a large amount of flavor.  I've eaten here twice and loved it both times.  The soups are great and full of flavor.  Be careful when saying how hot you want it, I tried medium and it had some kick.",BERTAttackLi2020,0,[]
"Felt very taken advantage of. I can save almost $500 by towing to another place. All they wanted was for me to get a credit card with them. Felt used, not helped.",BERTAttackLi2020,0,[]
I'm starting to really like Kohl's as much as I like J.C. Penney. (I like J.C. Penney),BERTAttackLi2020,0,[]
I come here at least 2 times a week everyone is very polite food comes out quick. The teriyaki sauce is great brown rice always on point chicken cooked to perfection. The protein bowl is great for a post meal!,BERTAttackLi2020,0,[]
Great food. The vegetarian options are great off the menu esp the chili naan and malai kofta. The buffet is not so great in terms of options.,BERTAttackLi2020,0,[]
Awful customer service.,BERTAttackLi2020,0,[]
Dive bar filled with perverts and heroin addicts. Looks like an Intervention Convention. Bartenders are weathered and bitter. Food tastes bad and they charge way too much considering they are a dive bar and not a nightclub.,BERTAttackLi2020,1,['SENT_START_LOOKS_LIKE']
"Cool place, but do NOT get the chicken. Mine was like rubber, I had to send it back and just didn't eat. So gross. Dirty place. But seems fun if you get drunk",BERTAttackLi2020,1,['BUT_WARNS_TO_BUT_IT_WARNS']
Really creative sushi and you gotta love a place that has the bento box.,BERTAttackLi2020,0,[]
The sushi was not at all good. The service was on the poor side. Our one and only visit was not enjoyable.,BERTAttackLi2020,0,[]
The owners are very rude.. food is OK..not the best,BERTAttackLi2020,0,[]
I think its time America got rid of Walmarts.,BERTAttackLi2020,0,[]
I hate Walmart in general.... THIS Walmart is the worst. It's always dirty with long lines and disgusting people. I pay 2x more to go to target.,BERTAttackLi2020,0,[]
Delivery is not very good !! Was late and didn't bring plastic wear or plates or not even soy sauce! Very disappointed specially because we have order many times from there before and lately not getting good service.,BERTAttackLi2020,0,[]
I'm pretty surprised by the reviews. We have been here more than a handful of timea for lunch and dinner. Food is fresh and plenty. Service is pleasant. Only drawbacks are long wait times for carry out and dine in. Orange chicken and hot sour soup are delicious!,BERTAttackLi2020,0,[]
"These guys have won awards for their jewerly, I can see why they have beautiful things, plus their prices are great.  Check them out.",BERTAttackLi2020,0,[]
Hot bagels is a quick easy stop on my way to work.  I always get the breakfast sandwich double toasted and have never been disappointed.,BERTAttackLi2020,0,[]
So good! Love starting my morning off here!,BERTAttackLi2020,0,[]
"Gluten free people need Tamari, I understand you have soy sauce but that doesn't help me, come on Sakana, we come here so often, it's 3 dollars.",BERTAttackLi2020,0,[]
They have a good lunch special and happy hour prices. I have never been there for regular menu prices to know what the cost is.,BERTAttackLi2020,0,[]
We've eaten here many times and the food is always good. It's always busy which shows me the food is good. Spaghetti and meatballs is a favorite along with their pizzas. They have a great Happy Hour menu so check it out!!,BERTAttackLi2020,0,[]
Customer Service lacking! Cleanliness Null & Void!!!,BERTAttackLi2020,0,[]
"Worst store I've ever been to. They never have anything in stock, they refuse to honor discounts, and they have the rudest staff I've ever encountered. Hope this place goes out of business.",BERTAttackLi2020,0,[]
When i was a kid toys r us were nice!! This is a dumb!!!!!! Gross old dumb!!,BERTAttackLi2020,0,[]
"Pop culture heaven in useful items like clothes, wallets, phone cases, jewelry, music, fragrances and more for both males & females. Always love the variety. Pricey, but they usually run sales so you rarely have to pay full prices.",BERTAttackLi2020,0,[]
Avoid like the plague.,BERTAttackLi2020,0,[]
"Tastiest burgers in town. Nothing like the burgers here to feed an appetite. Very high quality meet, drinks, hamburger bar for toppings, TVs. Awesome deal.",BERTAttackLi2020,0,[]
"The food and service are good just that a couple of weeks ago during that freak cold spell, the one waitress kept leaving the door open to the outside patio-----------brrrr! \n\nThough I'd definitely go back there to eat.",BERTAttackLi2020,0,[]
"Pie area separate from restaurant, great staff, great pie selection and taste! Will be stopping by again.",BERTAttackLi2020,0,[]
We only stopped to get some pie and were so happy we did. I had cherry and my husband had blueberry crumble and we were in pie heaven. We will definitely come back again in the future.,BERTAttackLi2020,0,[]
Thee worst BK I have ever been to!!\n\nThe burger was so over cooked that it tasted like the smell of cow manure!!... I couldn't even dare finish my burger.,BERTAttackLi2020,2,"['THE_SUPERLATIVE', 'OVER_COMPOUNDS']"
"First of all BIG shoutout to Joseph.  He is my man.  I love their food.  You can't go wrong with a number one combo, or a GCC, or both.  I have never received bad service there, they are GREAT!",BERTAttackLi2020,0,[]
"I've been here two times. The first time was really good, but the second was very boring flavored. I had some lemon chicken that was mediocre.  \n\nFor the price,  the last time turned me off, but will probably go back again.",BERTAttackLi2020,0,[]
My hubby and I went there for the first time tonight for our anniversary. Food and service were great. Their margarita was fabulous. Can't wait to go back,BERTAttackLi2020,0,[]
Packed lines so messy I walk in I walk out,BERTAttackLi2020,0,[]
"The hostess are terrible and need to work on their customer service skills, our waitress did the bare minimum and the food left something to be desired. This is the second bad experience at this location. I will not be coming back",BERTAttackLi2020,1,['SINGULAR_NOUN_VERB_AGREEMENT']
"Wait time for table: Perfect, no wait.\nHostess: Raven, awesome. \nBread: Yummy.\nServers: Friendly, forgetful. Never saw a manager to back them up out front.\nSpeed of service: Slow. \nTaste of food: Didn't really matter, lost appetite.\nWould go back: No.",BERTAttackLi2020,0,[]
"Dropped in for a quick bite on Sunday evening. Sat at the bar. After 10 min and the bartender being busy doing other things, we walked out. Won't be back!!",BERTAttackLi2020,0,[]
"As far as fast food goes they do well; never a long wait, employees are friendly, and orders are correct.",BERTAttackLi2020,0,[]
"The Menu is rediculous, everything from pancakes to fish tacos, portions are huge and is a good price, I suggest the chicken wrap...yum!",BERTAttackLi2020,0,[]
Steer clear from their fish tacos! They were absolutely horrible!  The side of rice and beans were tasteless! Chips and salsa were good and that was it!,BERTAttackLi2020,0,[]
Burger was thrown in the box and the entire thing was overlooked. Never go here,BERTAttackLi2020,0,[]
A great place to go see some pretty cool animals!! Make sure to feed the lorrys during their feeding times. Its pretty cool. The Dragon World exhibit is really cool too. Tickets are pretty expensive. $16 for just the zoo and $31 for the zoo and aquarium.,BERTAttackLi2020,1,['ITS_TO_IT_S']
Played here last week- was fun! Staff is super friendly and the proceeds went to a homeless shelter and soup kitchens. My hubby had never played bingo before but he enjoyed himself and wants to go back before we end our vacation,BERTAttackLi2020,0,[]
"Visited this place before getting coffee. I had a plain bagel with cream cheese and my husband had their pretzel bunned hot dog. We were both satisfied, and will definitely come back again.",BERTAttackLi2020,0,[]
This food is poison don't eat at any red lobster,BERTAttackLi2020,0,[]
terrible conditions in prime time of year. mickey mouse layout. skip it.,BERTAttackLi2020,0,[]
"This place is a staple for when my preschooler needs to let out some energy and we're all hungry. Food is always fresh, service is always outstanding.",BERTAttackLi2020,0,[]
Usual layout. Staff was friendly.,BERTAttackLi2020,0,[]
"Just tried the Angel Hair Pasta with meat sauce and meat balls along with a small salad to take out, and it was delicious.",BERTAttackLi2020,0,[]
"We have been to the one in MN several times but this one is huge! Great food, service was a bit rushed but all in all a good place to be. Sign up for their email club before you go!",BERTAttackLi2020,0,[]
How does an ice cream shop NOT have chocolate chip or mint chocolate chip for over two weeks! Come on -does someone need lessons in supply and demand? I only ask for ice cream every once in a while!,BERTAttackLi2020,0,[]
"Not bad for a chain. I like that they have the peanuts. :)\n\nFor the celiacs... they have a gluten free menu!  I did not get glutened when ordering off that menu.\n\nThe steaks... PERFECTLY cooked.  It couldn't have been done better, and that's rare these days.",BERTAttackLi2020,0,[]
"So sad, so sad...  Another Sweet Tomatoes has changed over to a disaster-case \""""Field Kitchen\"""".\n\nEEK!     :-O",BERTAttackLi2020,1,['ANOTHER_NNS']
"Just go to Tokyo Lobby on 59th and bell. Better prices, happy hour, and by far better food. I was only going to Ah So cause it was cheap and all I knew about.",BERTAttackLi2020,1,['CAUSE_BECAUSE']
"Probably the best Gyros on the west side. They are a bit pricier than most other similar places, but it is worth the extra $1.50 for better flavor. I almost always stop by when I'm in the area.",BERTAttackLi2020,0,[]
Been eating here off and on when I am on leave and visiting the family!\nTheir pizza and pasta is great! The service and staff are great also!! Anything you order off the menu you cannot go wrong!,BERTAttackLi2020,0,[]
Mr. Goodcents has delicious crisp subs. The meat and cheese are cut right in front of you and the bread is made fresh. The califonia sub is my favorite.,BERTAttackLi2020,0,[]
Always good food whenever I go there people are friendly especially kera and chealsea,BERTAttackLi2020,0,[]
"walked in the door @ 8:45 and was promptly told they were closed although there were people in the dining room. We went down to mooney's and ordered food there. surprisingly enough, the food came from Shugrues. hmmm...",BERTAttackLi2020,0,[]
Greasy and quick should be the name of this place.. I ordered the Mongolian beef and it was drenched in oil.. it was disgusting.,BERTAttackLi2020,0,[]
Food was good but the service was amazing!  Heidi was one of the nicest people... She is worth the to come back,BERTAttackLi2020,0,[]
I enjoy there corn bread honey butter and cheese soup.  They do a mean tuna melt and the blue berries and cheese pie is top notch. Sometimes it hit or miss but when its good it's good. ..,BERTAttackLi2020,0,[]
"Went in for a haircut. Nice place. Multiple barber chairs. 1 barber. He seemed irritate that I showed up at 2pm on a Monday. Told me I MUST have an appointment to be seen, which wouldn't be for several hours.  I won't be visiting that place again.",BERTAttackLi2020,0,[]
"my go to haircut place. nothing fancy, not expensive, and get $2 off every time I go there by checking in on my phone.",BERTAttackLi2020,1,['GO_TO_HYPHEN']
"No complaints. Greg was our server. He was very professional, upbeat, and very attentive. The customer service ment a lot to me. I will continue to come back and enjoy this wonderful restaurant. Food was delicious,  prices were great.",BERTAttackLi2020,0,[]
"As a single lady & a student I can buy everything I need here! Fresh produce is great & there freezer meals are delicious on nights cooking for one is too much.  Personal Favorite Products include: red curry simmer sauce, mahi mahi burgers, mediterranean feta and garlic chipotle salsa!",BERTAttackLi2020,0,[]
What can I say?  I love their products.  My favorite is the Hemp lotion for very dry hands.  I went into buy it and the nice saleswoman showed me that it was cheaper to buy the gift box because it was on sale.  She was right.  I brought two.,BERTAttackLi2020,0,[]
"Been back a couple times since last review.  Margaritas were perfect both times.  Watermelon margaritas are unstoppable!  Chile relleno was a little bland and soupy, but the rest of the menu was terrific as usual.",BERTAttackLi2020,1,['PLENTY_OF_NOUNS']
Wings were good nice and spicy but a little overcooked and they only gave us 6 napkins for a table of 6 people not enough if u eating wings.  Ordered couple beers and they were not that cold. Waitresses had nice attitudes though,BERTAttackLi2020,0,[]
"Clean, nice staff.",BERTAttackLi2020,0,[]
"The food is great. It is almost always crowded though, probably cause the food is great. The servings are huge. You can get in and out fast. Parking can be a bit of an issue though because it is always busy in there.",BERTAttackLi2020,0,[]
"Yummy food and good service... sat in the bar area and got thebar tender as a server and he,was nice   his name was beto ..great job... good food",BERTAttackLi2020,0,[]
I work pretty close by this wendys and every time I go there they always get my order wrong and the food is never fresh. It's disappointing .,BERTAttackLi2020,1,['WENDYS']
"Excellent in every aspect.  Had the White Fish platter, comes with 2 bagels, cream cheese,choice of salads,6 sliced tomatoes, capers, green and black olives, lettuce, pickle, etc.  Too much.. will be back without a doubt.  $16.95",BERTAttackLi2020,0,[]
"Philly cheese steak omelet Was amazing!  I like am usually disappointed with omlets, they taste too commercial.  But this tasted awesome!  \n\nThe waitress was ok, nothing worth writing about!  As long as my food was good!  That's what is important to me!",BERTAttackLi2020,0,[]
"Love the phone application to make yoqur reservation on your way to the salon... my son got a great haircut ... I will come back, when I am in town... Veronica is WONDERFUL!",BERTAttackLi2020,0,[]
Serviceable pizza.  I would eat it if it were offered at a party but I would not be enthusiastic about it.,BERTAttackLi2020,0,[]
I went for breakfast and ordered a Quiche Florentine.  It was very good.   I also got the 3 different juices with the small bottle of champagne.  That was really quite fun and refreshing.,BERTAttackLi2020,0,[]
"Pizza is very good, havent tried anything else yet, however their service is just as bad as most new yorkers, they charge 50CENTS for refills! bunch of cheapskates! only on the strip you can get away with that!",BERTAttackLi2020,0,[]
"Great food, pretty good beer by Brewmaster Bubba. Always a good time for NFL games! Love being able to drink Vegas craft beer while watching the Patriots!",BERTAttackLi2020,0,[]
"If you don't know what Thai food tastes like, you just won't know what you're missing. This is definitely NOT a real Thai restaurant.",BERTAttackLi2020,0,[]
Good food ! Jesus is an excellent waiter and he is on top of his game. We did not need to ask for anything,BERTAttackLi2020,0,[]
Bad service. Very unorganized.  As soon as we walked in the door 4 people front the front disappeared to the back and we waited for 10min until someone come out and I know they saw us we made eye contact.,BERTAttackLi2020,0,[]
"Sales is a joke.\n\nIf there is one thing I hate most, it is liars. \n\nLost a sale but oh well...\n\nEnded up purchasing from BMW of Las Vegas.  Thank you BMW of Las Vegas for not BULLSHITTING.",BERTAttackLi2020,0,[]
Good thai tea!\n\nHorrible food. Pad thai look like it was food colored and the noodle stick together. Salted fried chicken was too dry. \n\nWould not recommend.,BERTAttackLi2020,0,[]
I have eaten here for lunch and for dinner and have even called in orders and taken there food home. I enjoy it every time the food is always good. Prices are great and you never go away hungry. The people are always friendly and thankful. Will be back.,BERTAttackLi2020,0,[]
"This is only a review for the Thai dishes, which were all mediocre at best. Pad See Ew had very little flavor, same with the Tom Kha Kai soup. Red curry was watery and flavorless. But at least the service was friendly.",BERTAttackLi2020,0,[]
In particular for not being in a great area this place is friggin sweet!  Salsa dynamite. Shrimp was excellent. Great Guac. Solid all around.,BERTAttackLi2020,0,[]
"This is the best Mexican food on this side of town.  The Pescado Eufimio Zapata has a wine based sauce, with Spanish olives, that is the best I've ever had.  They also have decent priced lunch specials on weekdays.",BERTAttackLi2020,0,[]
Always fresh and hot. Service is good . This is our favorite pizza location. What's not to love???,BERTAttackLi2020,0,[]
"Great prices, friendly staff. I feel very comfortable shopping here.",BERTAttackLi2020,0,[]
"There's nothing like a fresh, hot Krispy Kreme doughnut.  Except, however, when you're going to use them to make bread pudding.  Then they go from the exceptional to the sublime.",BERTAttackLi2020,0,[]
Great food! Great service! awesome portions! dream about their food after only being there once. Can not wait to return! Love the New York feel but the food comes out like it was made only for you!!!!,BERTAttackLi2020,0,[]
Buon gusto is the bomb.  Pizza is really good.,BERTAttackLi2020,0,[]
"Stale cone, asked for chocolate sprinkles, and got rainbow.",BERTAttackLi2020,0,[]
I was at the bar playing max bets and got my bill and was charged full price for my drinks?  Nothing comped.  Left as an unhappy customer.You would think blowing a couple hundred buck at video poker would at least comp me a few drinks.  Nope.,BERTAttackLi2020,0,[]
"If I could give this place no stars, I would. Worst manicure I've ever had. They upcharged my 13 year old sister kid sister without first alerting one of us the change in pricing. Total rip off, rude service, not even worth going back to get my nails fixed.",BERTAttackLi2020,0,[]
Food was good and reasonably priced. Service was excellent.  Pasta was a little oily for my taste.,BERTAttackLi2020,0,[]
"Went here last night. Food wasn't great, really what you would expect from a place like this. There was a clothing plastic tag in my salad. They comped my meal. The waiter was a good guy. Great bread, I'll give them that.",BERTAttackLi2020,0,[]
Mike was our server he was knowledgeable great personality very attentive the food and his service was awesome.  We will definitely be back and ask for him.,BERTAttackLi2020,0,[]
A great place to eat. Fresh food and good people behind the bar.,BERTAttackLi2020,0,[]
Got food poisoning from this particular Taco Bell.  : (  Will never eat Taco Bell again.  I don't care how late you're open OR how much I've had to drink...it's not worth it.   If you're looking for great Mexican food...go up the street to Fausto's or Roberto's.,BERTAttackLi2020,0,[]
Horrible drive thru! I waited 10 mins after i paid before they told me the fryer was not on and they were unable to service me.,BERTAttackLi2020,0,[]
Horrible! Don't go to this place... with the new owners they probably changed chefs as well. They suck big time! Mochi was ice frozen... when we complained about the quality of sushi & how hard the Mochi was they didn't care. Horrible! Stay away from this sushi joint!,BERTAttackLi2020,0,[]
Excellent service!  I brought my truck in for tire repair and the wait was longer than expected so I had to leave. I brought in back a few days later and I was not charged for the repair because of the wait.,BERTAttackLi2020,0,[]
"Hello everyone out there, if you are looking for new salon to pamper you from head toes, come and check out the new look of Euphoria.",BERTAttackLi2020,0,[]
