original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,attack,dataset,words,nr_perturbations,len_sentence,perturbation_percentage
"Love the handmade [[tortillas]]!  [[So]] [[scrumptious]].\n\nThe [[queso]] is [[awesome]], but severely overpriced ($4?  Come on).\n\nUsually [[always]] [[get]] the [[shrimp]] [[fajitas]] to share; only [[tried]] a menu item once, and it was [[good]].\n\nLove it here; just not a fan of [[walking]] out smelling like [[grilled]] [[onions]].","Love the handmade [[burritos]]!  [[Too]] [[appetizing]].\n\nThe [[guacamole]] is [[wonderful]], but severely overpriced ($4?  Come on).\n\nUsually [[continually]] [[getting]] the [[prawn]] [[guacamole]] to share; only [[attempting]] a menu item once, and it was [[decent]].\n\nLove it here; just not a fan of [[walks]] out smelling like [[fried]] [[celery]].",0.0001503229141235,0.8330517411231995,1,0,1,5941,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Love', 'the', 'handmade', '[[burritos]]!', '[[Too]]', '[[appetizing]].\\n\\nThe', '[[guacamole]]', 'is', '[[wonderful]],', 'but', 'severely', 'overpriced', '($4?', 'Come', 'on).\\n\\nUsually', '[[continually]]', '[[getting]]', 'the', '[[prawn]]', '[[guacamole]]', 'to', 'share;', 'only', '[[attempting]]', 'a', 'menu', 'item', 'once,', 'and', 'it', 'was', '[[decent]].\\n\\nLove', 'it', 'here;', 'just', 'not', 'a', 'fan', 'of', '[[walks]]', 'out', 'smelling', 'like', '[[fried]]', '[[celery]].']",9,45,20.0
"Come [[hungry]]!!! The veggie [[fajitas]] are amazing!!! :) Onions, red & green peppers, black olives, [[zucchini]], cheese & pico + sour cream. [[Awesome]]! [[Tortillas]] are fresh and I can't [[wait]] to go back!!!","Come [[starvation]]!!! The veggie [[burrito]] are amazing!!! :) Onions, red & green peppers, black olives, [[artichokes]], cheese & pico + sour cream. [[Marvellous]]! [[Fajitas]] are fresh and I can't [[hoping]] to go back!!!",0.0001449584960937,0.9432612061500548,1,0,1,3199,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Come', '[[starvation]]!!!', 'The', 'veggie', '[[burrito]]', 'are', 'amazing!!!', ':)', 'Onions,', 'red', '&', 'green', 'peppers,', 'black', 'olives,', '[[artichokes]],', 'cheese', '&', 'pico', '+', 'sour', 'cream.', '[[Marvellous]]!', '[[Fajitas]]', 'are', 'fresh', 'and', 'I', ""can't"", '[[hoping]]', 'to', 'go', 'back!!!']",3,33,9.090909090909092
Went on Tuesday and got food poisoning later that [[night]]. Had the sirloin n shrimp. I am so [[exhausted]] from all the vomiting.  [[Never]] will go back.,Went on Tuesday and got food poisoning later that [[evening]]. Had the sirloin n shrimp. I am so [[weary]] from all the vomiting.  [[Jamais]] will go back.,0.0001523494720458,0.7491651773452759,0,1,0,831,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Went', 'on', 'Tuesday', 'and', 'got', 'food', 'poisoning', 'later', 'that', '[[evening]].', 'Had', 'the', 'sirloin', 'n', 'shrimp.', 'I', 'am', 'so', '[[weary]]', 'from', 'all', 'the', 'vomiting.', '[[Jamais]]', 'will', 'go', 'back.']",2,27,7.4074074074074066
Saturday night. Opening weekend of Spring Training. 1 chef. Long waits between food delivery. \n\nAyce is limited in variety [[unless]] you really like California rolls. There are 5-6 different ones.,Saturday night. Opening weekend of Spring Training. 1 chef. Long waits between food delivery. \n\nAyce is limited in variety [[until]] you really like California rolls. There are 5-6 different ones.,0.0123605132102966,0.9796638488769532,0,1,0,300,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Saturday', 'night.', 'Opening', 'weekend', 'of', 'Spring', 'Training.', '1', 'chef.', 'Long', 'waits', 'between', 'food', 'delivery.', '\\n\\nAyce', 'is', 'limited', 'in', 'variety', '[[until]]', 'you', 'really', 'like', 'California', 'rolls.', 'There', 'are', '5-6', 'different', 'ones.']",1,30,3.3333333333333335
Great [[place]] for [[lunch]]. Service is [[good]].,Great [[placing]] for [[dine]]. Service is [[alright]].,0.002346932888031,0.5094866752624512,1,0,1,1034,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Great', '[[placing]]', 'for', '[[dine]].', 'Service', 'is', '[[alright]].']",1,7,14.285714285714285
Great [[concept]] and super great breakfast!  [[Order]] at the counter and in a few minutes [[great]] hot [[food]]!  Jalape\u00f1o cornbread is [[amazing]]!,Great [[notion]] and super great breakfast!  [[Decree]] at the counter and in a few minutes [[prodigious]] hot [[meals]]!  Jalape\u00f1o cornbread is [[striking]]!,0.0001493692398071,0.997944712638855,1,0,1,1655,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Great', '[[notion]]', 'and', 'super', 'great', 'breakfast!', '[[Decree]]', 'at', 'the', 'counter', 'and', 'in', 'a', 'few', 'minutes', '[[prodigious]]', 'hot', '[[meals]]!', 'Jalape\\u00f1o', 'cornbread', 'is', '[[striking]]!']",3,22,13.636363636363635
"[[Wish]] I [[could]] give this one [[star]]. I wasn't expecting much other than a sandwich/[[sub]]...[[unfortunately]] it was the most [[boring]], limp and flavorless [[sub]] I think I've ever had. I'll [[definitely]] [[avoid]] Blimpies going forward in my [[travels]].","[[Want]] I [[did]] give this one [[superstar]]. I wasn't expecting much other than a sandwich/[[undersea]]...[[regretfully]] it was the most [[bore]], limp and flavorless [[underwater]] I think I've ever had. I'll [[undoubtedly]] [[averted]] Blimpies going forward in my [[trips]].",0.0001488924026489,0.9172906875610352,0,1,0,5327,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Want]]', 'I', '[[did]]', 'give', 'this', 'one', '[[superstar]].', 'I', ""wasn't"", 'expecting', 'much', 'other', 'than', 'a', 'sandwich/[[undersea]]...[[regretfully]]', 'it', 'was', 'the', 'most', '[[bore]],', 'limp', 'and', 'flavorless', '[[underwater]]', 'I', 'think', ""I've"", 'ever', 'had.', ""I'll"", '[[undoubtedly]]', '[[averted]]', 'Blimpies', 'going', 'forward', 'in', 'my', '[[trips]].']",5,38,13.157894736842104
"We were in from San Diego and all 6 of us [[loved]] our food. The portion sizes were [[huge]], we could have [[shared]]. The service was [[excellent]]. And you can't [[beat]] 99 [[cent]] margarita's!! When we're in Phoenix again we'll [[definitely]] go here.","We were in from San Diego and all 6 of us [[cared]] our food. The portion sizes were [[prodigious]], we could have [[exchanging]]. The service was [[splendid]]. And you can't [[blanked]] 99 [[cents]] margarita's!! When we're in Phoenix again we'll [[doubtless]] go here.",0.0001448392868041,0.7837086915969849,1,0,1,6726,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['We', 'were', 'in', 'from', 'San', 'Diego', 'and', 'all', '6', 'of', 'us', '[[cared]]', 'our', 'food.', 'The', 'portion', 'sizes', 'were', '[[prodigious]],', 'we', 'could', 'have', '[[exchanging]].', 'The', 'service', 'was', '[[splendid]].', 'And', 'you', ""can't"", '[[blanked]]', '99', '[[cents]]', ""margarita's!!"", 'When', ""we're"", 'in', 'Phoenix', 'again', ""we'll"", '[[doubtless]]', 'go', 'here.']",4,43,9.30232558139535
Same [[experience]] as other Yelpers. Order is [[usually]] WRONG in one way or the other. Won't [[return]] here!,Same [[experiences]] as other Yelpers. Order is [[ordinarily]] WRONG in one way or the other. Won't [[reverted]] here!,0.0001511573791503,0.7416990995407104,0,1,0,781,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Same', '[[experiences]]', 'as', 'other', 'Yelpers.', 'Order', 'is', '[[ordinarily]]', 'WRONG', 'in', 'one', 'way', 'or', 'the', 'other.', ""Won't"", '[[reverted]]', 'here!']",3,18,16.666666666666664
Always [[delicious]]. Really nice [[people]] as [[well]]. [[Only]] [[complaint]] is that the delivery [[takes]] a little while. [[If]] they delivered faster they [[would]] be the [[best]].,Always [[appetizing]]. Really nice [[humans]] as [[good]]. [[Purely]] [[allegations]] is that the delivery [[taking]] a little while. [[Unless]] they delivered faster they [[could]] be the [[better]].,0.0003144741058349,0.7149173021316528,1,0,1,3301,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Always', '[[appetizing]].', 'Really', 'nice', '[[humans]]', 'as', '[[good]].', '[[Purely]]', '[[allegations]]', 'is', 'that', 'the', 'delivery', '[[taking]]', 'a', 'little', 'while.', '[[Unless]]', 'they', 'delivered', 'faster', 'they', '[[could]]', 'be', 'the', '[[better]].']",6,26,23.076923076923077
[[Food]] is definitely authentic & very good. Salsa was too watery for my liking & not very zingy. Burritos were HUGE!!!,[[Diet]] is definitely authentic & very good. Salsa was too watery for my liking & not very zingy. Burritos were HUGE!!!,0.0041868090629577,0.9970269203186036,1,0,1,400,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Diet]]', 'is', 'definitely', 'authentic', '&', 'very', 'good.', 'Salsa', 'was', 'too', 'watery', 'for', 'my', 'liking', '&', 'not', 'very', 'zingy.', 'Burritos', 'were', 'HUGE!!!']",1,21,4.761904761904762
Great [[people]] and [[even]] better [[food]]!,Great [[humans]] and [[also]] better [[eating]]!,0.0001633167266845,0.6463871002197266,1,0,1,856,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Great', '[[humans]]', 'and', '[[also]]', 'better', '[[eating]]!']",2,6,33.33333333333333
"I've [[ordered]] [[twice]] from this location recently at different times of day, and not only was the [[estimated]] delivery time unusually [[long]], but my pizza arrived [[nearly]] 30 minutes late both times.\n\nThe pizza itself was ok.","I've [[commanded]] [[twofold]] from this location recently at different times of day, and not only was the [[appraised]] delivery time unusually [[lengthy]], but my pizza arrived [[around]] 30 minutes late both times.\n\nThe pizza itself was ok.",0.0002128481864929,0.5994608402252197,0,1,0,1346,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"[""I've"", '[[commanded]]', '[[twofold]]', 'from', 'this', 'location', 'recently', 'at', 'different', 'times', 'of', 'day,', 'and', 'not', 'only', 'was', 'the', '[[appraised]]', 'delivery', 'time', 'unusually', '[[lengthy]],', 'but', 'my', 'pizza', 'arrived', '[[around]]', '30', 'minutes', 'late', 'both', 'times.\\n\\nThe', 'pizza', 'itself', 'was', 'ok.']",4,36,11.11111111111111
"Bamboo has the [[best]] orange chicken you can ever find. They use only [[fresh]] high-er quality foods. \n\nRoaches are not fun, but  the salad place next door went under so I imagine things are being stirred up. \n\nPlease try Bamboo for yourself.","Bamboo has the [[higher]] orange chicken you can ever find. They use only [[costs]] high-er quality foods. \n\nRoaches are not fun, but  the salad place next door went under so I imagine things are being stirred up. \n\nPlease try Bamboo for yourself.",0.0038231611251831,0.981015145778656,1,0,1,677,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Bamboo', 'has', 'the', '[[higher]]', 'orange', 'chicken', 'you', 'can', 'ever', 'find.', 'They', 'use', 'only', '[[costs]]', 'high-er', 'quality', 'foods.', '\\n\\nRoaches', 'are', 'not', 'fun,', 'but', 'the', 'salad', 'place', 'next', 'door', 'went', 'under', 'so', 'I', 'imagine', 'things', 'are', 'being', 'stirred', 'up.', '\\n\\nPlease', 'try', 'Bamboo', 'for', 'yourself.']",2,42,4.761904761904762
[[Worst]] [[Ross]] ever!! Hard to find and it is always [[empty]] and never good [[finds]]. after a few trips I will not [[going]] [[back]] to this one!!,[[Hardest]] [[Russian]] ever!! Hard to find and it is always [[emptiness]] and never good [[discoveries]]. after a few trips I will not [[go]] [[backwards]] to this one!!,0.0001516342163085,0.996182143688202,0,1,0,2323,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Hardest]]', '[[Russian]]', 'ever!!', 'Hard', 'to', 'find', 'and', 'it', 'is', 'always', '[[emptiness]]', 'and', 'never', 'good', '[[discoveries]].', 'after', 'a', 'few', 'trips', 'I', 'will', 'not', '[[go]]', '[[backwards]]', 'to', 'this', 'one!!']",5,27,18.51851851851852
Total [[dive]]... not a single [[pretty]] dancer in the [[joint]]!   Don't waste $$$ on overpriced [[admission]].,Total [[scuba]]... not a single [[quite]] dancer in the [[communal]]!   Don't waste $$$ on overpriced [[admittance]].,0.0001561641693115,0.9079697132110596,0,1,0,1077,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Total', '[[scuba]]...', 'not', 'a', 'single', '[[quite]]', 'dancer', 'in', 'the', '[[communal]]!', ""Don't"", 'waste', '$$$', 'on', 'overpriced', '[[admittance]].']",1,16,6.25
[[Great]] [[little]] airport. It has a nice restaurant inside with neat [[model]] airplanes hanging from the ceiling. Nice little lobby too.,[[Prodigious]] [[small]] airport. It has a nice restaurant inside with neat [[mannequins]] airplanes hanging from the ceiling. Nice little lobby too.,0.0001554489135742,0.9983431696891784,1,0,1,876,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Prodigious]]', '[[small]]', 'airport.', 'It', 'has', 'a', 'nice', 'restaurant', 'inside', 'with', 'neat', '[[mannequins]]', 'airplanes', 'hanging', 'from', 'the', 'ceiling.', 'Nice', 'little', 'lobby', 'too.']",3,21,14.285714285714285
Joe has been taking care of all of my isnsurance [[needs]] for many years and his staff has done a [[great]] job [[notifying]] me ahead of time when something is [[overdue]] to avoid any [[issues]]. Thnak you Joe!,Joe has been taking care of all of my isnsurance [[requisite]] for many years and his staff has done a [[prodigious]] job [[informing]] me ahead of time when something is [[late]] to avoid any [[subjects]]. Thnak you Joe!,0.0001453161239624,0.9847396016120912,1,0,1,2499,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Joe', 'has', 'been', 'taking', 'care', 'of', 'all', 'of', 'my', 'isnsurance', '[[requisite]]', 'for', 'many', 'years', 'and', 'his', 'staff', 'has', 'done', 'a', '[[prodigious]]', 'job', '[[informing]]', 'me', 'ahead', 'of', 'time', 'when', 'something', 'is', '[[late]]', 'to', 'avoid', 'any', '[[subjects]].', 'Thnak', 'you', 'Joe!']",4,38,10.526315789473683
"Well, that was [[delicious]]. The Don, I think it was, with chicken, marinara and no green peppers. Sheesh! I just ate it 6 hours ago and I want another right now.","Well, that was [[appetizing]]. The Don, I think it was, with chicken, marinara and no green peppers. Sheesh! I just ate it 6 hours ago and I want another right now.",0.0029720664024353,0.9969531893730164,1,0,1,339,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Well,', 'that', 'was', '[[appetizing]].', 'The', 'Don,', 'I', 'think', 'it', 'was,', 'with', 'chicken,', 'marinara', 'and', 'no', 'green', 'peppers.', 'Sheesh!', 'I', 'just', 'ate', 'it', '6', 'hours', 'ago', 'and', 'I', 'want', 'another', 'right', 'now.']",0,31,0.0
[[Good]] Pizza and [[Wings]]. I'd rather have Sardella's than Pizza Hut or Domino's.\nThey [[also]] have [[great]] [[week]] day specials.  [[Excellent]] customer service is a [[plus]]!!!!,[[Alright]] Pizza and [[Fenders]]. I'd rather have Sardella's than Pizza Hut or Domino's.\nThey [[further]] have [[awesome]] [[weekly]] day specials.  [[Superb]] customer service is a [[longer]]!!!!,0.0001948475837707,0.756111741065979,1,0,1,4695,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Alright]]', 'Pizza', 'and', '[[Fenders]].', ""I'd"", 'rather', 'have', ""Sardella's"", 'than', 'Pizza', 'Hut', 'or', ""Domino's.\\nThey"", '[[further]]', 'have', '[[awesome]]', '[[weekly]]', 'day', 'specials.', '[[Superb]]', 'customer', 'service', 'is', 'a', '[[longer]]!!!!']",5,25,20.0
[[Awesome]]! [[Honest]] and fair. [[Will]] do business again. I came from Gene's [[Auto]] Worx in [[Tempe]].  Gene's is shady..,[[Marvellous]]! [[Loyal]] and fair. [[Volition]] do business again. I came from Gene's [[Automobiles]] Worx in [[Scottsdale]].  Gene's is shady..,0.0006566643714904,0.9726764559745787,1,0,1,2363,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Marvellous]]!', '[[Loyal]]', 'and', 'fair.', '[[Volition]]', 'do', 'business', 'again.', 'I', 'came', 'from', ""Gene's"", '[[Automobiles]]', 'Worx', 'in', '[[Scottsdale]].', ""Gene's"", 'is', 'shady..']",3,19,15.789473684210526
[[First]] let me say I'm a picky eater love good food a friend took me here so was not my first choice da [[price]] was good da food ? Let's just [[say]] my first and [[last]] time hopefully.,[[Upfront]] let me say I'm a picky eater love good food a friend took me here so was not my first choice da [[prix]] was good da food ? Let's just [[says]] my first and [[final]] time hopefully.,0.0001912713050842,0.7239568829536438,0,1,0,1390,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Upfront]]', 'let', 'me', 'say', ""I'm"", 'a', 'picky', 'eater', 'love', 'good', 'food', 'a', 'friend', 'took', 'me', 'here', 'so', 'was', 'not', 'my', 'first', 'choice', 'da', '[[prix]]', 'was', 'good', 'da', 'food', '?', ""Let's"", 'just', '[[says]]', 'my', 'first', 'and', '[[final]]', 'time', 'hopefully.']",4,38,10.526315789473683
"Great food, terrible service - I recommend it only if your [[eating]] TO GO.","Great food, terrible service - I recommend it only if your [[diet]] TO GO.",0.0546129941940307,0.8177053928375244,0,1,0,428,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Great', 'food,', 'terrible', 'service', '-', 'I', 'recommend', 'it', 'only', 'if', 'your', '[[diet]]', 'TO', 'GO.']",1,14,7.142857142857142
"Everything about these subs are [[great]]: the meat, the toppings, and even the bread is [[delicious]]! Its worth a [[trip]] just to read the signs and bumper stickers.","Everything about these subs are [[prodigious]]: the meat, the toppings, and even the bread is [[yummy]]! Its worth a [[travel]] just to read the signs and bumper stickers.",0.0001457929611206,0.8708493113517761,1,0,1,692,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Everything', 'about', 'these', 'subs', 'are', '[[prodigious]]:', 'the', 'meat,', 'the', 'toppings,', 'and', 'even', 'the', 'bread', 'is', '[[yummy]]!', 'Its', 'worth', 'a', '[[travel]]', 'just', 'to', 'read', 'the', 'signs', 'and', 'bumper', 'stickers.']",1,28,3.571428571428571
"Craig's Custom Upholstery re-upholstered my truck bench [[seat]]. They [[matched]] the original pattern [[however]] [[upgraded]] the fabric to leather. They also [[recovered]] the sun visors for me. [[Great]] [[workmanship]], decent price, and they finished before I expected them to. I will go [[back]]!","Craig's Custom Upholstery re-upholstered my truck bench [[seated]]. They [[confronted]] the original pattern [[albeit]] [[modernization]] the fabric to leather. They also [[retrieve]] the sun visors for me. [[Prodigious]] [[craft]], decent price, and they finished before I expected them to. I will go [[backwards]]!",0.0001449584960937,0.9240098595619202,1,0,1,4270,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"[""Craig's"", 'Custom', 'Upholstery', 're-upholstered', 'my', 'truck', 'bench', '[[seated]].', 'They', '[[confronted]]', 'the', 'original', 'pattern', '[[albeit]]', '[[modernization]]', 'the', 'fabric', 'to', 'leather.', 'They', 'also', '[[retrieve]]', 'the', 'sun', 'visors', 'for', 'me.', '[[Prodigious]]', '[[craft]],', 'decent', 'price,', 'and', 'they', 'finished', 'before', 'I', 'expected', 'them', 'to.', 'I', 'will', 'go', '[[backwards]]!']",5,43,11.627906976744185
"My family and I went up to Flagstaff to play in the [[snow]]! [[So]] we come into [[Town]] and spot a Sizzler.  [[Famous]]  chicken and their salad bar, [[prices]] for quality far over [[priced]]. [[Very]] [[disappointed]] !!\n.                                       Von Louis Thomsen \n                                             (623) 512-7060","My family and I went up to Flagstaff to play in the [[snowbound]]! [[Hence]] we come into [[City]] and spot a Sizzler.  [[Celebrated]]  chicken and their salad bar, [[costing]] for quality far over [[cost]]. [[Eminently]] [[disenchanted]] !!\n.                                       Von Louis Thomsen \n                                             (623) 512-7060",0.0001506805419921,0.8855794668197632,0,1,0,2218,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['My', 'family', 'and', 'I', 'went', 'up', 'to', 'Flagstaff', 'to', 'play', 'in', 'the', '[[snowbound]]!', '[[Hence]]', 'we', 'come', 'into', '[[City]]', 'and', 'spot', 'a', 'Sizzler.', '[[Celebrated]]', 'chicken', 'and', 'their', 'salad', 'bar,', '[[costing]]', 'for', 'quality', 'far', 'over', '[[cost]].', '[[Eminently]]', '[[disenchanted]]', '!!\\n.', 'Von', 'Louis', 'Thomsen', '\\n', '(623)', '512-7060']",6,43,13.953488372093023
"Usedto come here all the time in high school, but it has slowly become more and more [[ghetto]]. A decent mall, cheap stuff.","Usedto come here all the time in high school, but it has slowly become more and more [[favela]]. A decent mall, cheap stuff.",0.000156283378601,0.9701010584831238,0,1,0,255,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Usedto', 'come', 'here', 'all', 'the', 'time', 'in', 'high', 'school,', 'but', 'it', 'has', 'slowly', 'become', 'more', 'and', 'more', '[[favela]].', 'A', 'decent', 'mall,', 'cheap', 'stuff.']",0,23,0.0
[[best]] [[food]] in the west valley and [[awesome]] service!!!,[[better]] [[nourishment]] in the west valley and [[marvellous]] service!!!,0.0002042651176452,0.577233076095581,1,0,1,785,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[better]]', '[[nourishment]]', 'in', 'the', 'west', 'valley', 'and', '[[marvellous]]', 'service!!!']",3,9,33.33333333333333
The lemon chicken is [[amazing]] the orange chicken is [[amazing]] the egg drop soup is amazing the wings are [[amazing]]..,The lemon chicken is [[striking]] the orange chicken is [[impressive]] the egg drop soup is amazing the wings are [[striking]]..,0.0001813769340515,0.7531750202178955,1,0,1,904,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['The', 'lemon', 'chicken', 'is', '[[striking]]', 'the', 'orange', 'chicken', 'is', '[[impressive]]', 'the', 'egg', 'drop', 'soup', 'is', 'amazing', 'the', 'wings', 'are', '[[striking]]..']",2,20,10.0
"[[Best]] pizza I've had in the valley. [[Ordered]] the Brothers Special Sicilian. It was so good I went back the following week. Both times I was there, the place was [[busy]] both [[dine]] in and take out. [[Staff]] was very [[friendly]]. I'll [[definitely]] go back!","[[Higher]] pizza I've had in the valley. [[Instructed]] the Brothers Special Sicilian. It was so good I went back the following week. Both times I was there, the place was [[overpopulated]] both [[dining]] in and take out. [[Staffing]] was very [[cordial]]. I'll [[doubtless]] go back!",0.000144600868225,0.9987338781356812,1,0,1,3339,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Higher]]', 'pizza', ""I've"", 'had', 'in', 'the', 'valley.', '[[Instructed]]', 'the', 'Brothers', 'Special', 'Sicilian.', 'It', 'was', 'so', 'good', 'I', 'went', 'back', 'the', 'following', 'week.', 'Both', 'times', 'I', 'was', 'there,', 'the', 'place', 'was', '[[overpopulated]]', 'both', '[[dining]]', 'in', 'and', 'take', 'out.', '[[Staffing]]', 'was', 'very', '[[cordial]].', ""I'll"", '[[doubtless]]', 'go', 'back!']",6,45,13.333333333333334
As writing this still stuck in the drive thru. Been here for about 15 waiting & [[still]] haven't gotten my [[food]]. Only taking cash at the moment which sucks!!! Really [[bad]] service,As writing this still stuck in the drive thru. Been here for about 15 waiting & [[even]] haven't gotten my [[diet]]. Only taking cash at the moment which sucks!!! Really [[wicked]] service,0.0001512765884399,0.8882350325584412,0,1,0,1213,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['As', 'writing', 'this', 'still', 'stuck', 'in', 'the', 'drive', 'thru.', 'Been', 'here', 'for', 'about', '15', 'waiting', '&', '[[even]]', ""haven't"", 'gotten', 'my', '[[diet]].', 'Only', 'taking', 'cash', 'at', 'the', 'moment', 'which', 'sucks!!!', 'Really', '[[wicked]]', 'service']",2,32,6.25
First time here. Well organized and clean. [[Very]] friendly staff. [[Reasonable]] prices and large space. Down side ... In [[rough]] neighborhood. Wouldn't come alone at night and definitely locked my car. Will [[come]] again.,First time here. Well organized and clean. [[Supremely]] friendly staff. [[Judicious]] prices and large space. Down side ... In [[rude]] neighborhood. Wouldn't come alone at night and definitely locked my car. Will [[arrives]] again.,0.0001546144485473,0.7385497093200684,1,0,1,1197,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['First', 'time', 'here.', 'Well', 'organized', 'and', 'clean.', '[[Supremely]]', 'friendly', 'staff.', '[[Judicious]]', 'prices', 'and', 'large', 'space.', 'Down', 'side', '...', 'In', '[[rude]]', 'neighborhood.', ""Wouldn't"", 'come', 'alone', 'at', 'night', 'and', 'definitely', 'locked', 'my', 'car.', 'Will', '[[arrives]]', 'again.']",4,34,11.76470588235294
[[Amazing]] food and value - [[authentic]] and delicious. Very nice and [[hard]] working [[host]] - we didn't mind the [[wait]] as this lady works  real hard.,[[Striking]] food and value - [[real]] and delicious. Very nice and [[harsh]] working [[reception]] - we didn't mind the [[hoping]] as this lady works  real hard.,0.0001447200775146,0.6728488802909851,1,0,1,3887,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Striking]]', 'food', 'and', 'value', '-', '[[real]]', 'and', 'delicious.', 'Very', 'nice', 'and', '[[harsh]]', 'working', '[[reception]]', '-', 'we', ""didn't"", 'mind', 'the', '[[hoping]]', 'as', 'this', 'lady', 'works', 'real', 'hard.']",5,26,19.230769230769234
"I'm very [[happy]] this place is in my [[neighborhood]]. Their water tastes great. They are open, it [[seems]], all the time. [[Even]] some [[holidays]], if I [[remember]] right. \nGood ole Thrifty ice cream and a [[smiling]] face too. \nFamily [[owned]]. \nBeats a [[dirty]] [[old]] [[machine]]. [[Any]] day","I'm very [[cheerful]] this place is in my [[neighbouring]]. Their water tastes great. They are open, it [[appears]], all the time. [[Again]] some [[vacation]], if I [[remind]] right. \nGood ole Thrifty ice cream and a [[smile]] face too. \nFamily [[possessed]]. \nBeats a [[filthy]] [[former]] [[equipment]]. [[Every]] day",0.000144600868225,0.675676703453064,1,0,1,6658,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"[""I'm"", 'very', '[[cheerful]]', 'this', 'place', 'is', 'in', 'my', '[[neighbouring]].', 'Their', 'water', 'tastes', 'great.', 'They', 'are', 'open,', 'it', '[[appears]],', 'all', 'the', 'time.', '[[Again]]', 'some', '[[vacation]],', 'if', 'I', '[[remind]]', 'right.', '\\nGood', 'ole', 'Thrifty', 'ice', 'cream', 'and', 'a', '[[smile]]', 'face', 'too.', '\\nFamily', '[[possessed]].', '\\nBeats', 'a', '[[filthy]]', '[[former]]', '[[equipment]].', '[[Every]]', 'day']",7,47,14.893617021276595
[[Waitress]] (jen) was nice but we waited very long for the [[food]]. [[Food]] also not too [[tasty]]. Ordered the chicken crepes and were cold when they came out.,[[Caterer]] (jen) was nice but we waited very long for the [[diet]]. [[Nutritional]] also not too [[scrumptious]]. Ordered the chicken crepes and were cold when they came out.,0.0002874732017517,0.9955676794052124,0,1,0,1193,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Caterer]]', '(jen)', 'was', 'nice', 'but', 'we', 'waited', 'very', 'long', 'for', 'the', '[[diet]].', '[[Nutritional]]', 'also', 'not', 'too', '[[scrumptious]].', 'Ordered', 'the', 'chicken', 'crepes', 'and', 'were', 'cold', 'when', 'they', 'came', 'out.']",2,28,7.142857142857142
